wxDVFileHeaderVer.1
base (2) - Energy Use| Total,base (2) - Energy Use| Net,base (2) - Fuel Use| Electricity: Total,base (2) - Fuel Use| Electricity: Net,base (2) - Fuel Use| Natural Gas: Total,base (2) - End Use| Electricity: Heating,base (2) - End Use| Electricity: Heating Fans/Pumps,base (2) - End Use| Electricity: Heating Heat Pump Backup,base (2) - End Use| Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - End Use| Electricity: Cooling,base (2) - End Use| Electricity: Cooling Fans/Pumps,base (2) - End Use| Electricity: Lighting Interior,base (2) - End Use| Electricity: Lighting Garage,base (2) - End Use| Electricity: Lighting Exterior,base (2) - End Use| Electricity: Mech Vent,base (2) - End Use| Electricity: Refrigerator,base (2) - End Use| Electricity: Dishwasher,base (2) - End Use| Electricity: Clothes Washer,base (2) - End Use| Electricity: Clothes Dryer,base (2) - End Use| Electricity: Range/Oven,base (2) - End Use| Electricity: Television,base (2) - End Use| Electricity: Plug Loads,base (2) - End Use| Electricity: Battery,base (2) - End Use| Natural Gas: Hot Water,base (2) - Emissions| CO2e: BEopt: Total,base (2) - Emissions| CO2e: BEopt: Net,base (2) - Emissions| CO2e: BEopt: Electricity: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Net,base (2) - Emissions| CO2e: BEopt: Natural Gas: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Heating,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Interior,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Garage,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,base (2) - Emissions| CO2e: BEopt: Electricity: Mech Vent,base (2) - Emissions| CO2e: BEopt: Electricity: Refrigerator,base (2) - Emissions| CO2e: BEopt: Electricity: Dishwasher,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Washer,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,base (2) - Emissions| CO2e: BEopt: Electricity: Range/Oven,base (2) - Emissions| CO2e: BEopt: Electricity: Television,base (2) - Emissions| CO2e: BEopt: Electricity: Plug Loads,base (2) - Emissions| CO2e: BEopt: Electricity: Battery,base (2) - Emissions| CO2e: BEopt: Natural Gas: Hot Water,base (2) - Hot Water| Clothes Washer,base (2) - Hot Water| Dishwasher,base (2) - Hot Water| Fixtures,base (2) - Hot Water| Distribution Waste,base (2) - Load| Heating: Delivered,base (2) - Load| Heating: Heat Pump Backup,base (2) - Load| Cooling: Delivered,base (2) - Load| Hot Water: Delivered,base (2) - Load| Hot Water: Tank Losses,base (2) - Component Load| Heating: Roofs,base (2) - Component Load| Heating: Ceilings,base (2) - Component Load| Heating: Walls,base (2) - Component Load| Heating: Doors,base (2) - Component Load| Heating: Windows Conduction,base (2) - Component Load| Heating: Windows Solar,base (2) - Component Load| Heating: Floors,base (2) - Component Load| Heating: Internal Mass,base (2) - Component Load| Heating: Infiltration,base (2) - Component Load| Heating: Mechanical Ventilation,base (2) - Component Load| Heating: Ducts,base (2) - Component Load| Heating: Internal Gains,base (2) - Component Load| Heating: Lighting,base (2) - Component Load| Cooling: Roofs,base (2) - Component Load| Cooling: Ceilings,base (2) - Component Load| Cooling: Walls,base (2) - Component Load| Cooling: Doors,base (2) - Component Load| Cooling: Windows Conduction,base (2) - Component Load| Cooling: Windows Solar,base (2) - Component Load| Cooling: Floors,base (2) - Component Load| Cooling: Internal Mass,base (2) - Component Load| Cooling: Infiltration,base (2) - Component Load| Cooling: Natural Ventilation,base (2) - Component Load| Cooling: Mechanical Ventilation,base (2) - Component Load| Cooling: Ducts,base (2) - Component Load| Cooling: Internal Gains,base (2) - Component Load| Cooling: Lighting,base (2) - Unmet Hours| Heating,base (2) - Unmet Hours| Cooling,base (2) - Unmet Hours| EV Driving,base (2) - Temperature| Garage,base (2) - Temperature| Conditioned Space,base (2) - Temperature| Basement - Unconditioned,base (2) - Temperature| Attic - Vented,base (2) - Temperature| Crawlspace - Unvented,base (2) - Temperature| Heating Setpoint,base (2) - Temperature| Cooling Setpoint,base (2) - Airflow| Infiltration,base (2) - Airflow| Mechanical Ventilation,base (2) - Airflow| Natural Ventilation,base (2) - Weather| Drybulb Temperature,base (2) - Weather| Wetbulb Temperature,base (2) - Weather| Relative Humidity,base (2) - Weather| Wind Speed,base (2) - Weather| Diffuse Solar Radiation,base (2) - Weather| Direct Solar Radiation,base (2) - Resilience| Battery
8.451,8.451,2.039,2.039,1.492,0.655,0.124,0.0,0.0,0.0,0.0,0.364,0.01,0.026,0.032,0.048,0.012,0.005,0.08,0.201,0.11,0.372,0.0,1.492,1.73868,1.73868,1.56408,1.56408,0.1746,0.5027,0.09508,0.0,0.0,0.0,0.0,0.27916,0.00734,0.01999,0.02418,0.0366,0.00942,0.00406,0.06131,0.15442,0.08463,0.28519,0.0,0.1746,0.12,0.131,1.229,0.422,7.431,0.0,0.0,1.064,0.281,0.323,0.089,2.252,0.078,1.949,-0.071,1.955,0.066,0.538,2.86,1.107,-2.469,-1.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.086,71.0,65.015,53.955,60.811,71.0,76.0,18.023,95.505,0.0,44.06,43.519,96.0,13.869,4.121,0.0,3.0
8.861,8.861,2.158,2.158,1.498,0.669,0.127,0.0,0.0,0.0,0.0,0.482,0.018,0.03,0.032,0.05,0.022,0.005,0.076,0.157,0.112,0.379,0.0,1.498,1.83017,1.83017,1.65486,1.65486,0.17531,0.51314,0.09714,0.0,0.0,0.0,0.0,0.36935,0.014,0.02285,0.02418,0.03813,0.01673,0.00406,0.05791,0.12045,0.08625,0.29067,0.0,0.17531,0.12,0.233,1.326,0.456,7.595,0.0,0.0,1.191,0.285,0.416,0.095,2.723,0.091,1.985,0.005,1.935,-0.024,0.54,2.852,1.13,-2.507,-1.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.934,71.0,65.098,52.038,60.782,71.0,76.0,18.075,95.204,0.0,44.06,43.11,93.0,13.869,0.0,0.0,3.0
10.516,10.516,2.202,2.202,3.0,0.694,0.131,0.0,0.0,0.0,0.0,0.588,0.025,0.032,0.032,0.048,0.028,0.005,0.076,0.081,0.106,0.358,0.0,3.0,2.04017,2.04017,1.68911,1.68911,0.35106,0.53207,0.10086,0.0,0.0,0.0,0.0,0.45095,0.0195,0.02428,0.02418,0.0366,0.02134,0.00406,0.05791,0.06177,0.08137,0.27422,0.0,0.35106,0.12,0.297,1.321,0.454,7.891,0.0,0.0,1.228,0.291,0.562,0.108,3.183,0.097,1.966,0.006,1.914,-0.116,0.507,2.852,1.151,-2.333,-2.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.029,71.0,65.157,50.65,60.751,71.0,76.0,16.988,95.204,0.0,44.06,43.11,93.0,12.751,0.0,0.0,3.0
9.154,9.154,2.244,2.244,1.498,0.759,0.145,0.0,0.0,0.0,0.0,0.616,0.025,0.033,0.032,0.047,0.023,0.005,0.077,0.047,0.1,0.336,0.0,1.498,1.89558,1.89558,1.72029,1.72029,0.17529,0.58205,0.11127,0.0,0.0,0.0,0.0,0.47242,0.01884,0.02499,0.02418,0.03584,0.0173,0.00406,0.05904,0.03603,0.07649,0.25777,0.0,0.17529,0.12,0.241,1.32,0.454,8.603,0.0,0.0,1.197,0.295,0.701,0.121,3.535,0.099,2.041,0.006,1.882,-0.244,0.544,2.976,1.193,-2.155,-2.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.345,71.0,65.199,49.373,60.708,71.0,76.0,17.471,95.305,0.0,42.98,42.052,93.0,12.751,0.0,0.0,4.0
8.804,8.804,2.142,2.142,1.496,0.853,0.164,0.0,0.0,0.0,0.0,0.442,0.021,0.03,0.032,0.046,0.017,0.005,0.08,0.034,0.095,0.322,0.0,1.496,1.81689,1.81689,1.64185,1.64185,0.17504,0.65416,0.12608,0.0,0.0,0.0,0.0,0.33929,0.016,0.02321,0.02418,0.03508,0.01288,0.00389,0.06131,0.02574,0.07324,0.2468,0.0,0.17504,0.115,0.179,1.292,0.444,9.668,0.0,0.0,1.135,0.297,0.782,0.126,3.74,0.102,2.093,0.004,1.82,-0.471,0.576,3.085,1.301,-1.984,-1.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.765,71.0,65.275,48.199,60.652,71.0,76.0,17.904,95.505,0.0,42.08,41.169,93.0,12.751,0.0,0.0,4.0
8.203,8.203,1.97,1.97,1.482,0.969,0.188,0.0,0.0,0.0,0.0,0.224,0.014,0.026,0.032,0.044,0.011,0.003,0.065,0.021,0.085,0.286,0.0,1.482,1.68305,1.68305,1.50967,1.50967,0.17338,0.74308,0.14455,0.0,0.0,0.0,0.0,0.17179,0.0105,0.01999,0.02418,0.03355,0.00846,0.00265,0.04996,0.01647,0.0651,0.21938,0.0,0.17338,0.079,0.118,0.913,0.314,10.976,0.0,0.0,0.796,0.3,0.848,0.132,3.901,0.104,2.149,0.002,1.752,-0.678,0.59,3.175,1.458,-1.697,-0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.216,71.0,65.421,47.138,60.586,71.0,76.0,17.635,94.503,0.0,41.0,39.597,89.0,11.632,0.0,0.0,4.0
8.009,8.009,1.916,1.916,1.472,1.1,0.217,0.065,0.0,0.0,0.0,0.101,0.008,0.022,0.032,0.041,0.008,0.002,0.036,0.015,0.076,0.257,0.0,1.472,1.69008,1.69008,1.51783,1.51783,0.17225,0.84386,0.1664,0.04956,0.0,0.0,0.0,0.07731,0.0065,0.01678,0.02418,0.03126,0.00596,0.00141,0.02725,0.01132,0.05859,0.19744,0.0,0.17225,0.042,0.083,0.661,0.227,12.217,0.0,0.0,0.567,0.302,0.948,0.147,4.108,0.107,2.205,0.001,1.712,-0.739,0.608,3.23,1.647,-1.418,-0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.697,71.0,65.639,46.147,60.514,71.0,76.0,17.491,92.499,0.0,39.92,39.052,93.0,10.29,0.0,0.0,4.0
6.797,6.797,1.992,1.992,0.0,1.177,0.234,0.083,0.0,0.0,0.0,0.067,0.005,0.019,0.032,0.04,0.004,0.001,0.015,0.009,0.074,0.25,0.0,0.0,1.54125,1.54125,1.54125,1.54125,0.0,0.90283,0.17941,0.06357,0.0,0.0,0.0,0.05154,0.00383,0.01428,0.02418,0.0305,0.00288,0.00074,0.01135,0.00721,0.05696,0.19195,0.0,0.0,0.022,0.04,0.348,0.12,13.084,0.0,0.0,0.296,0.302,1.075,0.169,4.36,0.111,2.242,0.001,1.698,-0.671,0.607,3.279,1.827,-1.472,-0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.221,71.0,65.897,45.275,60.438,71.0,76.0,16.948,91.097,0.0,39.02,38.17,93.0,8.053,0.0,0.0,4.0
8.413,8.413,2.039,2.039,1.455,1.235,0.246,0.087,0.0,0.0,0.0,0.056,0.004,0.017,0.032,0.039,0.002,0.001,0.009,0.009,0.07,0.236,0.0,1.455,1.73698,1.73698,1.56675,1.56675,0.17023,0.94759,0.18849,0.06679,0.0,0.0,0.0,0.04295,0.00317,0.01321,0.02418,0.02974,0.00135,0.00058,0.00681,0.00721,0.05371,0.18099,0.0,0.17023,0.017,0.019,0.158,0.054,13.796,0.0,0.0,0.139,0.309,1.184,0.188,4.583,0.113,2.286,0.001,1.682,-0.609,0.692,3.265,1.927,-1.438,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.778,71.0,66.133,44.432,60.366,71.0,76.0,19.317,90.696,0.0,39.02,38.17,93.0,11.632,0.0,0.0,4.0
7.071,7.071,2.072,2.072,0.0,1.276,0.254,0.09,0.0,0.0,0.0,0.056,0.003,0.017,0.032,0.038,0.001,0.0,0.006,0.005,0.068,0.229,0.0,0.0,1.5914,1.5914,1.5914,1.5914,0.0,0.97834,0.19472,0.06899,0.0,0.0,0.0,0.04295,0.0025,0.01321,0.02418,0.02898,0.00096,0.00033,0.00454,0.00412,0.05208,0.1755,0.0,0.0,0.01,0.013,0.094,0.032,14.274,0.0,0.0,0.084,0.308,1.286,0.206,4.781,0.115,2.299,0.001,1.669,-0.543,0.66,3.261,2.009,-1.4,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.401,71.0,66.327,43.876,60.299,71.0,76.0,18.413,90.496,0.0,39.02,37.68,89.0,10.29,0.0,0.0,3.0
8.729,8.729,2.132,2.132,1.454,1.332,0.268,0.113,0.0,0.0,0.0,0.056,0.004,0.016,0.032,0.037,0.001,0.0,0.003,0.005,0.066,0.222,0.0,1.454,1.82235,1.82235,1.65218,1.65218,0.17017,1.02195,0.20518,0.08661,0.0,0.0,0.0,0.04295,0.00283,0.0125,0.02418,0.02821,0.00058,0.00033,0.00227,0.00412,0.05045,0.17002,0.0,0.17017,0.01,0.008,0.158,0.054,14.768,0.0,0.0,0.129,0.306,1.373,0.221,4.944,0.117,2.293,0.001,1.658,-0.485,0.641,3.369,2.062,-1.36,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.079,71.0,66.471,43.369,60.231,71.0,76.0,17.271,90.295,0.0,37.94,36.632,89.0,6.935,0.0,0.0,3.0
7.546,7.546,2.212,2.212,0.0,1.362,0.273,0.115,0.0,0.0,0.0,0.062,0.005,0.016,0.032,0.036,0.001,0.001,0.006,0.009,0.068,0.229,0.0,0.0,1.69799,1.69799,1.69799,1.69799,0.0,1.04438,0.20973,0.08853,0.0,0.0,0.0,0.04724,0.0035,0.0125,0.02418,0.02745,0.00058,0.00058,0.00454,0.00721,0.05208,0.1755,0.0,0.0,0.017,0.008,0.44,0.151,15.148,0.0,0.0,0.346,0.313,1.451,0.235,5.088,0.118,2.331,0.001,1.649,-0.428,0.68,3.376,2.127,-1.426,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.781,71.0,66.598,42.847,60.166,71.0,76.0,18.338,90.496,0.0,37.94,36.632,89.0,9.171,0.0,0.0,3.0
-9.687,-9.687,-3.279,-3.279,1.503,1.361,0.273,0.115,0.0,0.0,0.0,0.101,0.007,0.018,0.032,0.036,0.003,0.001,0.009,0.015,0.07,0.236,-5.555,1.503,-2.3396,-2.3396,-2.51541,-2.51541,0.1758,1.04358,0.20955,0.08845,0.0,0.0,0.0,0.07731,0.00517,0.01392,0.02418,0.02745,0.00192,0.00091,0.00681,0.01132,0.05371,0.18099,-4.26068,0.1758,0.027,0.027,1.643,0.565,15.139,0.0,0.0,1.263,0.311,1.538,0.25,5.242,0.119,2.293,0.001,1.658,-0.324,0.643,3.383,2.165,-1.645,-0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.531,71.0,66.713,42.565,60.106,71.0,76.0,17.319,90.696,0.0,37.94,36.632,89.0,6.935,0.0,0.0,1.0
-1.399,-1.399,-1.795,-1.795,4.727,1.35,0.271,0.114,0.0,0.0,0.0,0.168,0.009,0.02,0.032,0.038,0.005,0.002,0.024,0.034,0.079,0.265,-4.206,4.727,-0.82469,-0.82469,-1.37777,-1.37777,0.55309,1.03515,0.20782,0.08772,0.0,0.0,0.0,0.12884,0.007,0.01571,0.02418,0.02898,0.00385,0.00182,0.01817,0.02574,0.06022,0.20292,-3.22588,0.55309,0.054,0.054,3.711,1.276,15.008,0.0,0.0,2.859,0.314,1.621,0.265,5.381,0.119,2.327,0.002,1.675,-0.208,0.656,3.424,2.154,-1.995,-0.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.793,71.0,66.794,42.304,60.053,71.0,76.0,17.658,91.698,0.0,37.94,36.272,86.0,8.053,0.0,0.0,0.0
14.057,14.057,2.733,2.733,4.731,1.359,0.273,0.115,0.0,0.0,0.0,0.213,0.009,0.019,0.032,0.04,0.008,0.005,0.047,0.056,0.089,0.3,0.169,4.731,2.65044,2.65044,2.0969,2.0969,0.55354,1.04215,0.20924,0.08832,0.0,0.0,0.0,0.1632,0.00684,0.01464,0.02418,0.0305,0.00596,0.00406,0.03633,0.04324,0.06835,0.23034,0.12956,0.55354,0.12,0.083,3.691,1.269,15.111,0.0,0.0,2.889,0.312,1.669,0.274,5.463,0.12,2.341,0.002,1.681,-0.155,0.67,3.486,2.13,-2.003,-0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,71.0,66.834,42.066,60.004,71.0,76.0,18.021,93.301,0.0,37.94,36.634,89.0,9.171,0.0,0.0,0.0
11.933,11.933,2.586,2.586,3.11,1.329,0.265,0.094,0.0,0.0,0.0,0.23,0.007,0.014,0.032,0.041,0.015,0.008,0.071,0.062,0.091,0.307,0.0,3.11,2.33112,2.33112,1.96728,1.96728,0.36384,1.01934,0.20292,0.0719,0.0,0.0,0.0,0.17609,0.00567,0.01107,0.02418,0.03126,0.01115,0.00604,0.0545,0.04736,0.06998,0.23583,0.0,0.36384,0.179,0.155,2.989,1.027,14.945,0.0,0.0,2.441,0.312,1.741,0.288,5.566,0.118,2.098,-0.276,1.713,-0.023,0.623,3.425,2.142,-1.843,-0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.757,71.0,66.875,42.509,59.968,71.0,76.0,17.346,94.904,0.0,39.02,37.681,89.0,9.171,17.118,0.0,0.0
11.41,11.41,2.445,2.445,3.067,1.209,0.235,0.0,0.0,0.0,0.0,0.23,0.006,0.012,0.032,0.041,0.016,0.009,0.101,0.064,0.091,0.307,0.0,3.067,2.16362,2.16362,1.80473,1.80473,0.35889,0.92736,0.18003,0.0,0.0,0.0,0.0,0.17609,0.00483,0.00893,0.02418,0.03126,0.0125,0.00712,0.07721,0.04941,0.06998,0.23583,0.0,0.35889,0.211,0.174,2.332,0.802,14.129,0.0,0.0,1.971,0.312,1.817,0.303,5.616,0.109,1.653,-0.662,1.763,0.163,0.507,3.142,2.11,-1.728,-0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.76,71.0,66.927,44.307,59.964,71.0,76.0,15.693,96.908,0.0,42.08,39.848,83.0,9.171,43.429,0.317,0.0
9.262,9.262,2.27,2.27,1.518,1.149,0.221,0.0,0.0,0.0,0.0,0.218,0.006,0.011,0.032,0.04,0.014,0.009,0.115,0.056,0.091,0.307,0.0,1.518,1.91896,1.91896,1.74135,1.74135,0.1776,0.88154,0.16923,0.0,0.0,0.0,0.0,0.1675,0.0045,0.00857,0.02418,0.0305,0.01077,0.00695,0.08857,0.04324,0.06998,0.23583,0.0,0.1776,0.206,0.15,1.893,0.651,13.462,0.0,0.0,1.623,0.312,1.819,0.306,5.441,0.095,1.444,-0.916,1.795,0.263,0.623,2.944,1.981,-1.59,-0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.22,71.0,66.93,46.406,59.993,71.0,76.0,20.804,97.91,0.0,44.06,41.309,80.0,16.106,63.4,0.0,0.0
10.402,10.402,2.167,2.167,3.008,1.056,0.202,0.0,0.0,0.0,0.0,0.207,0.005,0.011,0.032,0.04,0.012,0.008,0.12,0.067,0.093,0.315,0.0,3.008,2.01481,2.01481,1.66293,1.66293,0.35188,0.81023,0.15457,0.0,0.0,0.0,0.0,0.15891,0.00417,0.00857,0.02418,0.0305,0.00923,0.00621,0.09197,0.05147,0.07161,0.24131,0.0,0.35188,0.184,0.129,1.479,0.508,12.396,0.0,0.0,1.29,0.311,1.793,0.311,5.163,0.082,1.157,-1.276,1.853,0.455,0.455,2.85,1.901,-1.641,-0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.988,71.0,66.896,48.958,60.045,71.0,76.0,15.743,98.21,0.0,44.96,41.287,74.0,11.632,88.443,0.634,0.0
27.138,27.138,7.517,7.517,1.489,0.885,0.167,0.0,0.0,0.0,0.0,0.202,0.005,0.012,0.032,0.042,0.01,0.007,0.11,0.077,0.095,0.322,5.555,1.489,5.94132,5.94132,5.76715,5.76715,0.17417,0.67847,0.12823,0.0,0.0,0.0,0.0,0.15461,0.0035,0.00928,0.02418,0.03203,0.00788,0.00555,0.08402,0.05868,0.07324,0.2468,4.26069,0.17417,0.165,0.11,1.07,0.368,10.362,0.0,0.0,0.96,0.307,1.918,0.351,5.09,0.071,0.201,-3.327,2.239,1.297,0.448,2.707,1.754,-1.692,-0.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.999,71.0,66.824,52.897,60.126,71.0,76.0,16.225,97.509,0.0,46.04,39.837,58.0,12.751,69.106,178.47,2.0
23.259,23.259,6.382,6.382,1.483,0.719,0.133,0.0,0.0,0.0,0.0,0.196,0.005,0.013,0.032,0.042,0.012,0.006,0.099,0.062,0.095,0.322,4.648,1.483,5.06987,5.06987,4.89631,4.89631,0.17356,0.55129,0.10237,0.0,0.0,0.0,0.0,0.15032,0.0035,0.01035,0.02418,0.03203,0.00884,0.00497,0.07608,0.04736,0.07324,0.2468,3.565,0.17356,0.147,0.123,0.914,0.314,8.424,0.0,0.0,0.84,0.303,1.67,0.317,4.291,0.064,-0.029,-3.354,2.239,1.253,0.362,2.464,1.473,-1.652,-0.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.72,71.0,66.663,57.843,60.25,71.0,76.0,14.3,96.807,0.0,48.02,41.22,56.0,11.632,58.011,187.029,4.0
7.874,7.874,1.874,1.874,1.479,0.693,0.129,0.0,0.0,0.0,0.0,0.207,0.005,0.014,0.032,0.042,0.009,0.005,0.084,0.077,0.093,0.315,0.17,1.479,1.61071,1.61071,1.43769,1.43769,0.17302,0.53132,0.09932,0.0,0.0,0.0,0.0,0.15891,0.0035,0.01107,0.02418,0.03203,0.00692,0.00406,0.06472,0.05868,0.07161,0.24131,0.13007,0.17302,0.12,0.096,0.82,0.282,8.051,0.0,0.0,0.738,0.295,1.114,0.231,2.957,0.057,0.978,-1.371,1.91,0.45,0.345,2.558,1.205,-1.681,-0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.246,71.0,66.399,59.516,60.393,71.0,76.0,12.972,95.806,0.0,46.94,40.615,58.0,9.171,66.887,21.239,4.0
7.389,7.389,1.732,1.732,1.478,0.689,0.129,0.0,0.0,0.0,0.0,0.23,0.006,0.016,0.032,0.041,0.01,0.006,0.09,0.059,0.098,0.329,0.0,1.478,1.50171,1.50171,1.32881,1.32881,0.1729,0.52839,0.09874,0.0,0.0,0.0,0.0,0.17609,0.00433,0.0125,0.02418,0.03126,0.00731,0.0043,0.06926,0.0453,0.07486,0.25228,0.0,0.1729,0.128,0.102,0.79,0.271,8.005,0.0,0.0,0.721,0.289,0.732,0.185,2.235,0.058,1.538,-0.411,1.872,0.209,0.389,2.566,1.165,-1.75,-0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.546,71.0,66.176,57.713,60.519,71.0,76.0,14.653,96.206,0.0,46.94,40.611,58.0,11.632,27.579,2.853,4.0
7.684,7.684,1.817,1.817,1.482,0.649,0.121,0.0,0.0,0.0,0.0,0.28,0.007,0.02,0.032,0.044,0.01,0.005,0.081,0.123,0.102,0.343,0.0,1.482,1.56774,1.56774,1.39429,1.39429,0.17345,0.49809,0.09288,0.0,0.0,0.0,0.0,0.21474,0.00517,0.01571,0.02418,0.03355,0.00731,0.00414,0.06245,0.09471,0.07812,0.26325,0.0,0.17345,0.123,0.102,0.946,0.325,7.523,0.0,0.0,0.837,0.288,0.596,0.173,2.284,0.069,1.509,-0.487,1.924,0.371,0.391,2.552,1.167,-2.066,-0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.121,71.0,66.053,55.774,60.6,71.0,76.0,14.709,95.605,0.0,46.94,41.09,61.0,11.632,27.262,1.268,4.0
8.47,8.47,2.045,2.045,1.492,0.661,0.124,0.0,0.0,0.0,0.0,0.364,0.01,0.026,0.032,0.048,0.012,0.005,0.08,0.201,0.11,0.372,0.0,1.492,1.7429,1.7429,1.56831,1.56831,0.17459,0.50663,0.09538,0.0,0.0,0.0,0.0,0.27916,0.00734,0.01999,0.02418,0.0366,0.00942,0.00406,0.06131,0.15442,0.08463,0.28519,0.0,0.17459,0.12,0.131,1.226,0.422,7.537,0.0,0.0,1.066,0.291,0.484,0.145,2.472,0.076,1.827,-0.119,1.893,0.2,0.4,2.769,1.102,-2.469,-1.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.476,71.0,65.95,54.042,60.623,71.0,76.0,13.843,95.505,0.0,44.96,40.105,66.0,9.171,5.389,0.0,3.0
8.842,8.842,2.152,2.152,1.498,0.665,0.125,0.0,0.0,0.0,0.0,0.482,0.018,0.03,0.032,0.05,0.022,0.005,0.076,0.157,0.112,0.379,0.0,1.498,1.82594,1.82594,1.65067,1.65067,0.17527,0.51005,0.09605,0.0,0.0,0.0,0.0,0.36935,0.014,0.02285,0.02418,0.03813,0.01673,0.00406,0.05791,0.12045,0.08625,0.29067,0.0,0.17527,0.12,0.233,1.321,0.454,7.593,0.0,0.0,1.195,0.293,0.521,0.138,2.829,0.087,1.939,0.005,1.878,0.096,0.384,2.757,1.112,-2.507,-1.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.807,71.0,65.872,52.387,60.614,71.0,76.0,13.297,95.204,0.0,44.96,40.103,66.0,8.053,0.0,0.0,3.0
